Entity,Year,Working hours per worker
Sri Lanka,1971,1895.1642
Sri Lanka,1972,1894.9242
Sri Lanka,1973,1894.8062
Sri Lanka,1974,1894.7361
Sri Lanka,1975,1894.6537
Sri Lanka,1976,1894.2008
Sri Lanka,1977,1949.3335
Sri Lanka,1978,1953.1152
Sri Lanka,1979,1956.9513
Sri Lanka,1980,1960.8511
Sri Lanka,1981,1968.4738
Sri Lanka,1982,1972.9618
Sri Lanka,1983,1986.3512
Sri Lanka,1984,1966.2671
Sri Lanka,1985,1893.4132
Sri Lanka,1986,1956.422
Sri Lanka,1987,1962.9956
Sri Lanka,1988,1969.5181
Sri Lanka,1989,1976.1238
Sri Lanka,1990,1982.9016
Sri Lanka,1991,1998.1084
Sri Lanka,1992,2001.6265
Sri Lanka,1993,2017.4285
Sri Lanka,1994,1961.7678
Sri Lanka,1995,1943.4846
Sri Lanka,1996,1936.9487
Sri Lanka,1997,1894.8599
Sri Lanka,1998,1910.4878
Sri Lanka,1999,1932.7937
Sri Lanka,2000,2000.7396
Sri Lanka,2001,1975.6603
Sri Lanka,2002,1812.2015
Sri Lanka,2003,1733.8713
Sri Lanka,2004,1856.2976
Sri Lanka,2005,1887.6926
Sri Lanka,2006,1835.4296
Sri Lanka,2007,1861.298
Sri Lanka,2008,1823.991
Sri Lanka,2009,1810.6287
Sri Lanka,2010,1872.336
Sri Lanka,2011,1993.6793
Sri Lanka,2012,2052.9534
Sri Lanka,2013,1896.6604
Sri Lanka,2014,1926.3551
Sri Lanka,2015,1924.0125
Sri Lanka,2016,1922.449
Sri Lanka,2017,1922.5132
Sri Lanka,2018,1922.5132
Sri Lanka,2019,1922.5132
Sweden,1870,3436
Sweden,1880,3187
Sweden,1890,2937
Sweden,1900,2745
Sweden,1913,2745
Sweden,1929,2152
Sweden,1938,2131
Sweden,1950,2005.2626
Sweden,1951,1995.465
Sweden,1952,1995.465
Sweden,1953,1975.8695
Sweden,1954,1986.7559
Sweden,1955,1975.8695
Sweden,1956,1950.8309
Sweden,1957,1950.8309
Sweden,1958,1919.2606
Sweden,1959,1893.1334
Sweden,1960,1888.7788
Sweden,1961,1890.956
Sweden,1962,1878.9812
Sweden,1963,1872.4493
Sweden,1964,1841.9677
Sweden,1965,1831.0813
Sweden,1966,1816.9291
Sweden,1967,1786.4473
Sweden,1968,1742.902
Sweden,1969,1720.0406
Sweden,1970,1703.7112
Sweden,1971,1672.1832
Sweden,1972,1633.2871
Sweden,1973,1617.4052
Sweden,1974,1599.0721
Sweden,1975,1575.3861
Sweden,1976,1588.1461
Sweden,1977,1557.8522
Sweden,1978,1520.7782
Sweden,1979,1511.5731
Sweden,1980,1514.6051
Sweden,1981,1506.2222
Sweden,1982,1520.3322
Sweden,1983,1529.6162
Sweden,1984,1531.7902
Sweden,1985,1535.8221
Sweden,1986,1533.8431
Sweden,1987,1543.9462
Sweden,1988,1563.4882
Sweden,1989,1562.3412
Sweden,1990,1558.6711
Sweden,1991,1545.4252
Sweden,1992,1563.0082
Sweden,1993,1594.6812
Sweden,1994,1633.4432
Sweden,1995,1638.931
Sweden,1996,1651.4807
Sweden,1997,1656.3065
Sweden,1998,1655.1837
Sweden,1999,1664.7767
Sweden,2000,1643.4385
Sweden,2001,1620.1521
Sweden,2002,1597.025
Sweden,2003,1583.2998
Sweden,2004,1606.8491
Sweden,2005,1605.5138
Sweden,2006,1603.9514
Sweden,2007,1616.8903
Sweden,2008,1627.1318
Sweden,2009,1613.0963
Sweden,2010,1640.5142
Sweden,2011,1640.9915
Sweden,2012,1627.2946
Sweden,2013,1617.9559
Sweden,2014,1619.4305
Sweden,2015,1620.9257
Sweden,2016,1634.1693
Sweden,2017,1621.4727
Sweden,2018,1620.7349
Sweden,2019,1605.2766
Switzerland,1870,3195
Switzerland,1880,3083
Switzerland,1890,2925
Switzerland,1900,2834
Switzerland,1913,2704
Switzerland,1929,2281
Switzerland,1938,2085
Switzerland,1950,2039.9952
Switzerland,1951,2032.3508
Switzerland,1952,2024.7351
Switzerland,1953,2017.148
Switzerland,1954,2009.5891
Switzerland,1955,2002.0587
Switzerland,1956,1994.5564
Switzerland,1957,1987.0823
Switzerland,1958,1979.6362
Switzerland,1959,1972.218
Switzerland,1960,1964.8275
Switzerland,1961,1967.6351
Switzerland,1962,1970.4468
Switzerland,1963,1973.2623
Switzerland,1964,1976.082
Switzerland,1965,1978.9056
Switzerland,1966,1981.7334
Switzerland,1967,1984.5652
Switzerland,1968,1987.401
Switzerland,1969,1990.2408
Switzerland,1970,1993.0847
Switzerland,1971,1982.7787
Switzerland,1972,1958.4653
Switzerland,1973,1931.6665
Switzerland,1974,1902.8224
Switzerland,1975,1894.04
Switzerland,1976,1890.9156
Switzerland,1977,1863.4858
Switzerland,1978,1849.0386
Switzerland,1979,1836.3763
Switzerland,1980,1821.8396
Switzerland,1981,1802.5231
Switzerland,1982,1791.4211
Switzerland,1983,1776.668
Switzerland,1984,1757.5706
Switzerland,1985,1751.3289
Switzerland,1986,1742.7521
Switzerland,1987,1741.4824
Switzerland,1988,1740.955
Switzerland,1989,1725.7891
Switzerland,1990,1716.2208
Switzerland,1991,1713.7753
Switzerland,1992,1723.1902
Switzerland,1993,1719.4904
Switzerland,1994,1741.3113
Switzerland,1995,1720.2662
Switzerland,1996,1696.872
Switzerland,1997,1687.4536
Switzerland,1998,1695.5344
Switzerland,1999,1717.401
Switzerland,2000,1712.743
Switzerland,2001,1672.8507
Switzerland,2002,1651.2583
Switzerland,2003,1664.5405
Switzerland,2004,1694.9532
Switzerland,2005,1689.9702
Switzerland,2006,1679.2384
Switzerland,2007,1668.87
Switzerland,2008,1659.459
Switzerland,2009,1650.7788
Switzerland,2010,1624.3464
Switzerland,2011,1619.3169
Switzerland,2012,1603.2313
Switzerland,2013,1582.8923
Switzerland,2014,1575.3215
Switzerland,2015,1589.4751
Switzerland,2016,1590.2267
Switzerland,2017,1569.5309
Switzerland,2018,1561.1827
Switzerland,2019,1556.8828
Taiwan,1951,2356.4001
Taiwan,1952,2353.4768
Taiwan,1953,2350.5574
Taiwan,1954,2347.6414
Taiwan,1955,2344.729
Taiwan,1956,2341.8203
Taiwan,1957,2338.915
Taiwan,1958,2336.0137
Taiwan,1959,2333.1157
Taiwan,1960,2330.2214
Taiwan,1961,2327.3306
Taiwan,1962,2324.4436
Taiwan,1963,2321.56
Taiwan,1964,2318.68
Taiwan,1965,2315.8035
Taiwan,1966,2312.9307
Taiwan,1967,2310.0613
Taiwan,1968,2307.1956
Taiwan,1969,2304.3335
Taiwan,1970,2301.4749
Taiwan,1971,2305.1072
Taiwan,1972,2307.1074
Taiwan,1973,2305.336
Taiwan,1974,2307.025
Taiwan,1975,2308.48
Taiwan,1976,2307.9958
Taiwan,1977,2306.3406
Taiwan,1978,2303.0276
Taiwan,1979,2336.6174
Taiwan,1980,2313.9087
Taiwan,1981,2310.124
Taiwan,1982,2269.4377
Taiwan,1983,2254.772
Taiwan,1984,2254.2988
Taiwan,1985,2244.3638
Taiwan,1986,2242.9446
Taiwan,1987,2276.5342
Taiwan,1988,2250.5142
Taiwan,1989,2231.5903
Taiwan,1990,2230.644
Taiwan,1991,2217.8704
Taiwan,1992,2220.2358
Taiwan,1993,2240.579
Taiwan,1994,2184.754
Taiwan,1995,2224.494
Taiwan,1996,2198.0005
Taiwan,1997,2141.229
Taiwan,1998,2192.3232
Taiwan,1999,2190.431
Taiwan,2000,2180.4958
Taiwan,2001,2125.617
Taiwan,2002,2111.8972
Taiwan,2003,2117.101
Taiwan,2004,2135.552
Taiwan,2005,2127.5093
Taiwan,2006,2134.6057
Taiwan,2007,2129.8748
Taiwan,2008,2073.5764
Taiwan,2009,2054.1794
Taiwan,2010,2062.6953
Taiwan,2011,2052.7603
Taiwan,2012,2066.9531
Taiwan,2013,2062.2222
Taiwan,2015,2152.2898
Taiwan,2016,2123.7583
Taiwan,2017,2092.538
Taiwan,2018,2090.0706
Taiwan,2019,2085.1353
Thailand,1970,2455.394
Thailand,1971,2455.3594
Thailand,1972,2352.2505
Thailand,1973,2471.673
Thailand,1974,2489.017
Thailand,1975,2461.7449
Thailand,1976,2457.4932
Thailand,1977,2453.686
Thailand,1978,2528.9993
Thailand,1979,2619.8765
Thailand,1980,2710.0938
Thailand,1981,2632.8503
Thailand,1982,2348.6577
Thailand,1983,2682.0732
Thailand,1984,2700.7273
Thailand,1985,2672.275
Thailand,1986,2671.416
Thailand,1987,2625.6653
Thailand,1988,2648.564
Thailand,1989,2715.4182
Thailand,1990,2579.7546
Thailand,1991,2627.6155
Thailand,1992,2643.7078
Thailand,1993,2564.5964
Thailand,1994,2614.2803
Thailand,1995,2609.0884
Thailand,1996,2555.235
Thailand,1997,2485.231
Thailand,1998,2533.8186
Thailand,1999,2498.4678
Thailand,2000,2502.6597
Thailand,2001,2404.5066
Thailand,2002,2393.9397
Thailand,2003,2383.6968
Thailand,2004,2389.0012
Thailand,2005,2337.9426
Thailand,2006,2325.6519
Thailand,2007,2329.801
Thailand,2008,2342.092
Thailand,2009,2354.112
Thailand,2010,2349.3564
Thailand,2011,2357.5464
Thailand,2012,2312.43
Thailand,2013,2273.494
Thailand,2014,2247.321
Thailand,2015,2186.461
Thailand,2016,2207.7039
Thailand,2017,2092.99
Thailand,2018,2092.99
Thailand,2019,2092.99
Trinidad and Tobago,1991,1585.06
Trinidad and Tobago,1992,1564.7506
Trinidad and Tobago,1993,1580.2424
Trinidad and Tobago,1994,1591.5376
Trinidad and Tobago,1995,1602.2916
Trinidad and Tobago,1996,1618.5393
Trinidad and Tobago,1997,1627.1366
Trinidad and Tobago,1998,1630.5153
Trinidad and Tobago,1999,1636.525
Trinidad and Tobago,2000,1663.8954
Trinidad and Tobago,2001,1668.0447
Trinidad and Tobago,2002,1634.8004
Turkey,1970,2086
Turkey,1971,2077
Turkey,1972,2069
Turkey,1973,2060
Turkey,1974,2044
Turkey,1975,2028
Turkey,1976,2012
Turkey,1977,1996
Turkey,1978,1980
Turkey,1979,1964
Turkey,1980,1957
Turkey,1981,1950
Turkey,1982,1943
Turkey,1983,1935
Turkey,1984,1871
Turkey,1985,1898
Turkey,1986,1883
Turkey,1987,1844
Turkey,1988,1837
Turkey,1989,1867
Turkey,1990,1866
Turkey,1991,1870
Turkey,1992,1897
Turkey,1993,1917
Turkey,1994,1886
Turkey,1995,1876
Turkey,1996,1892
Turkey,1997,1878
Turkey,1998,1884
Turkey,1999,1925
Turkey,2000,1937
Turkey,2001,1942
Turkey,2002,1943
Turkey,2003,1943
Turkey,2004,1918
Turkey,2005,1936
Turkey,2006,1944
Turkey,2007,1911
Turkey,2008,1900
Turkey,2009,1881
Turkey,2010,1877
Turkey,2011,1864
Turkey,2012,1855
Turkey,2013,1832
Turkey,2014,1832
Turkey,2015,1832
Turkey,2016,1832
Turkey,2017,1832
Turkey,2018,1832
Turkey,2019,1832
United Kingdom,1870,2755
United Kingdom,1880,2740
United Kingdom,1890,2669
United Kingdom,1900,2656
United Kingdom,1913,2656
United Kingdom,1929,2257
United Kingdom,1938,2200
United Kingdom,1950,2183.9436
United Kingdom,1951,2192.6638
United Kingdom,1952,2160.8586
United Kingdom,1953,2164.7798
United Kingdom,1954,2168.931
United Kingdom,1955,2167.363
United Kingdom,1956,2153.7795
United Kingdom,1957,2132.2522
United Kingdom,1958,2102.4534
United Kingdom,1959,2112.238
United Kingdom,1960,2103.5837
United Kingdom,1961,2066.811
United Kingdom,1962,2029.0448
United Kingdom,1963,2020.5967
United Kingdom,1964,2020.8336
United Kingdom,1965,1997.568
United Kingdom,1966,1941.6097
United Kingdom,1967,1929.5275
United Kingdom,1968,1922.2015
United Kingdom,1969,1912.6047
United Kingdom,1970,1870.8944
United Kingdom,1971,1830.1425
United Kingdom,1972,1851.3665
United Kingdom,1973,1860.2523
United Kingdom,1974,1845.297
United Kingdom,1975,1814.0796
United Kingdom,1976,1807.0242
United Kingdom,1977,1816.9293
United Kingdom,1978,1818.0375
United Kingdom,1979,1815.493
United Kingdom,1980,1785.3964
United Kingdom,1981,1749.12
United Kingdom,1982,1745.4192
United Kingdom,1983,1739.5485
United Kingdom,1984,1745.7526
United Kingdom,1985,1748.0818
United Kingdom,1986,1742.7368
United Kingdom,1987,1747.5668
United Kingdom,1988,1754.7257
United Kingdom,1989,1758.5569
United Kingdom,1990,1745.9441
United Kingdom,1991,1720.5466
United Kingdom,1992,1714.3304
United Kingdom,1993,1710.316
United Kingdom,1994,1720.5905
United Kingdom,1995,1722.6252
United Kingdom,1996,1722.0925
United Kingdom,1997,1721.1954
United Kingdom,1998,1716.9994
United Kingdom,1999,1708.6104
United Kingdom,2000,1692.954
United Kingdom,2001,1695.9764
United Kingdom,2002,1678.5614
United Kingdom,2003,1669.3804
United Kingdom,2004,1666.7157
United Kingdom,2005,1669.7372
United Kingdom,2006,1663.9857
United Kingdom,2007,1665.8214
United Kingdom,2008,1660.4688
United Kingdom,2009,1638.3318
United Kingdom,2010,1643.2079
United Kingdom,2011,1639.8158
United Kingdom,2012,1655.019
United Kingdom,2013,1665.9749
United Kingdom,2014,1672.4341
United Kingdom,2015,1669.4652
United Kingdom,2016,1667.6989
United Kingdom,2017,1668.9491
United Kingdom,2018,1663.1888
United Kingdom,2019,1667.9478
United States,1870,3096
United States,1880,3044
United States,1890,2983
United States,1900,2938
United States,1913,2900
United States,1929,2316
United States,1938,1756
United States,1950,1990.1449
United States,1951,2031.6351
United States,1952,2027.8126
United States,1953,2021.4503
United States,1954,1998.1273
United States,1955,2005.5841
United States,1956,1990.4587
United States,1957,1962.6049
United States,1958,1928.4613
United States,1959,1953.8413
United States,1960,1935.2631
United States,1961,1920.7145
United States,1962,1940.2341
United States,1963,1928.4489
United States,1964,1935.1488
United States,1965,1955.0966
United States,1966,1963.9077
United States,1967,1941.0928
United States,1968,1937.4176
United States,1969,1938.0999
United States,1970,1893.4236
United States,1971,1877.6512
United States,1972,1874.2224
United States,1973,1872.6632
United States,1974,1844.7812
United States,1975,1813.248
United States,1976,1809.2971
United States,1977,1809.3767
United States,1978,1815.7156
United States,1979,1817.7139
United States,1980,1801.6115
United States,1981,1790.0056
United States,1982,1770.6661
United States,1983,1779.8716
United States,1984,1795.5767
United States,1985,1801.1373
United States,1986,1780.8394
United States,1987,1788.5175
United States,1988,1798.2715
United States,1989,1810.2931
United States,1990,1795.5679
United States,1991,1787.3378
United States,1992,1774.8828
United States,1993,1789.9547
United States,1994,1807.8274
United States,1995,1817.4744
United States,1996,1823.5205
United States,1997,1828.4883
United States,1998,1839.1962
United States,1999,1841.3335
United States,2000,1844.854
United States,2001,1823.6593
United States,2002,1806.6908
United States,2003,1790.8417
United States,2004,1789.5275
United States,2005,1787.0139
United States,2006,1787.3512
United States,2007,1785.8835
United States,2008,1765.7664
United States,2009,1728.6077
United States,2010,1735.0112
United States,2011,1744.9083
United States,2012,1746.8585
United States,2013,1752.5328
United States,2014,1758.2686
United States,2015,1770.0232
United States,2016,1766.7441
United States,2017,1763.7267
United States,2018,1774.7039
United States,2019,1765.3464
Uruguay,1990,1788
Uruguay,1991,1781.501
Uruguay,1992,1775.0256
Uruguay,1993,1768.5737
Uruguay,1994,1762.1454
Uruguay,1995,1755.7404
Uruguay,1996,1749.3585
Uruguay,1997,1743
Uruguay,1998,1736.6646
Uruguay,1999,1722
Uruguay,2000,1704.0769
Uruguay,2001,1672.7721
Uruguay,2002,1635.8788
Uruguay,2003,1612.8038
Uruguay,2004,1638.4481
Uruguay,2005,1628.0012
Uruguay,2006,1622.7958
Uruguay,2007,1608.5977
Uruguay,2008,1623.3337
Uruguay,2009,1603.9224
Uruguay,2010,1597.6067
Uruguay,2011,1592.4203
Uruguay,2012,1578.6353
Uruguay,2013,1571.7993
Uruguay,2014,1567.3374
Uruguay,2015,1556.4283
Uruguay,2016,1532.5138
Uruguay,2017,1532.5138
Uruguay,2018,1532.5138
Uruguay,2019,1532.5138
Venezuela,1950,2179
Venezuela,1951,2162.9802
Venezuela,1952,2147.0784
Venezuela,1953,2131.2932
Venezuela,1954,2115.6243
Venezuela,1955,2100.0706
Venezuela,1956,2084.631
Venezuela,1957,2069.3052
Venezuela,1958,2054.0918
Venezuela,1959,2038.9904
Venezuela,1960,2024
Venezuela,1961,2016.5787
Venezuela,1962,2009.1847
Venezuela,1963,2001.8177
Venezuela,1964,1994.4778
Venezuela,1965,1987.1648
Venezuela,1966,1979.8787
Venezuela,1967,1972.6191
Venezuela,1968,1965.3862
Venezuela,1969,1958.1799
Venezuela,1970,1951
Venezuela,1971,1955.6555
Venezuela,1972,1960.3223
Venezuela,1973,1965
Venezuela,1974,1969.5398
Venezuela,1975,1974.0902
Venezuela,1976,1978.651
Venezuela,1977,1983.2224
Venezuela,1978,1987.8043
Venezuela,1979,1992.3969
Venezuela,1980,1997
Venezuela,1981,1985.9822
Venezuela,1982,1975.0251
Venezuela,1983,1964.1285
Venezuela,1984,1953.2921
Venezuela,1985,1942.5154
Venezuela,1986,1931.7982
Venezuela,1987,1921.1401
Venezuela,1988,1910.5408
Venezuela,1989,1900
Venezuela,1990,1889
Venezuela,1991,1878.4707
Venezuela,1992,1868
Venezuela,1993,1888.8833
Venezuela,1994,1910
Venezuela,1995,1915.2285
Venezuela,1996,1920.4713
Venezuela,1997,1925.7284
Venezuela,1998,1931
Venezuela,1999,1886.8966
Venezuela,2000,1898.5117
Venezuela,2001,1869.4724
Venezuela,2002,1829.0203
Venezuela,2003,1801.2109
Venezuela,2004,1896.695
Venezuela,2005,1922.8501
Venezuela,2006,1903.8516
Vietnam,1983,2416.744
Vietnam,1984,2394.3894
Vietnam,1985,2379.148
Vietnam,1986,2370.5808
Vietnam,1987,2361.2148
Vietnam,1988,2357.016
Vietnam,1989,2355.167
Vietnam,1990,2349.8042
Vietnam,1991,2346.6719
Vietnam,1992,2344.2402
Vietnam,1993,2342.713
Vietnam,1994,2339.7915
Vietnam,1995,2336.0488
Vietnam,1996,2331.6208
Vietnam,1997,2317.493
Vietnam,1998,2362.4004
Vietnam,1999,2362.1482
Vietnam,2000,2393.6567
Vietnam,2001,2246.975
Vietnam,2002,2230.7422
Vietnam,2003,2254.9006
Vietnam,2004,2206.9907
Vietnam,2005,2191.6868
Vietnam,2006,2239.6477
Vietnam,2007,2241.1814
Vietnam,2008,2336.6921
Vietnam,2009,2405.3694
Vietnam,2010,2299.9985
Vietnam,2011,2331.3015
Vietnam,2012,2310.5212
Vietnam,2013,2267.4873
Vietnam,2014,2150.6382
Vietnam,2015,2191.3704
Vietnam,2016,2169.5515
Vietnam,2017,2131.9683
Vietnam,2018,2131.9683
Vietnam,2019,2131.9683
